geography,year,topic,category,sub_category,value_description,value
Southbank,2011,Residents: Ethnicity,Country of birth - detailed,Greece,Count of persons,13.0
Southbank,2011,Residents: Ethnicity,Country of birth - detailed,Born elsewhere,Count of persons,421.0
Southbank,2011,Residents: Ethnicity,Country of birth - detailed,Not stated,Count of persons,1235.0
West Melbourne (Residential),2011,Residents: Ethnicity,Country of birth - detailed,India,Count of persons,50.0
West Melbourne (Residential),2011,Residents: Ethnicity,Country of birth - detailed,New Zealand,Count of persons,96.0
West Melbourne (Residential),2011,Residents: Ethnicity,Country of birth - detailed,Singapore,Count of persons,49.0
West Melbourne (Residential),2011,Residents: Ethnicity,Country of birth - detailed,Hong Kong (SAR of China),Count of persons,46.0
West Melbourne (Residential),2011,Residents: Ethnicity,Country of birth - detailed,Vietnam,Count of persons,45.0
West Melbourne (Residential),2011,Residents: Ethnicity,Country of birth - detailed,Thailand,Count of persons,22.0
West Melbourne (Residential),2011,Residents: Ethnicity,Country of birth - detailed,Taiwan,Count of persons,16.0
West Melbourne (Residential),2011,Residents: Ethnicity,Country of birth - detailed,Italy,Count of persons,31.0
West Melbourne (Residential),2011,Residents: Ethnicity,Country of birth - detailed,Philippines,Count of persons,25.0
West Melbourne (Residential),2011,Residents: Ethnicity,Country of birth - detailed,Brazil,Count of persons,4.0
West Melbourne (Residential),2011,Residents: Ethnicity,Country of birth - detailed,France,Count of persons,10.0
West Melbourne (Residential),2011,Residents: Ethnicity,Country of birth - detailed,Iran,Count of persons,6.0
West Melbourne (Residential),2011,Residents: Ethnicity,Country of birth - detailed,Somalia,Count of persons,5.0
West Melbourne (Residential),2011,Residents: Ethnicity,Country of birth - detailed,South Africa,Count of persons,7.0
West Melbourne (Residential),2011,Residents: Ethnicity,Country of birth - detailed,Ireland,Count of persons,16.0
West Melbourne (Residential),2011,Residents: Ethnicity,Country of birth - detailed,Scotland,Count of persons,10.0
West Melbourne (Residential),2011,Residents: Ethnicity,Country of birth - detailed,Ethiopia,Count of persons,5.0
West Melbourne (Residential),2011,Residents: Ethnicity,Country of birth - detailed,Mauritius,Count of persons,14.0
West Melbourne (Residential),2011,Residents: Ethnicity,Country of birth - detailed,Russian Federation,Count of persons,6.0
West Melbourne (Residential),2011,Residents: Ethnicity,Country of birth - detailed,Pakistan,Count of persons,0.0
West Melbourne (Residential),2011,Residents: Ethnicity,Country of birth - detailed,Spain,Count of persons,3.0
West Melbourne (Residential),2011,Residents: Ethnicity,Country of birth - detailed,Poland,Count of persons,8.0
West Melbourne (Residential),2011,Residents: Ethnicity,Country of birth - detailed,Egypt,Count of persons,0.0
West Melbourne (Residential),2011,Residents: Ethnicity,Country of birth - detailed,Netherlands,Count of persons,8.0
West Melbourne (Residential),2011,Residents: Ethnicity,Country of birth - detailed,Myanmar,Count of persons,0.0
West Melbourne (Residential),2011,Residents: Ethnicity,Country of birth - detailed,Sudan,Count of persons,9.0
West Melbourne (Residential),2011,Residents: Ethnicity,Country of birth - detailed,Cambodia,Count of persons,3.0
West Melbourne (Residential),2011,Residents: Ethnicity,Country of birth - detailed,Fiji,Count of persons,0.0
Carlton,2016,Residents: Ethnicity,Country of birth - detailed,Born elsewhere,Count of persons,609.0
Carlton,2016,Residents: Ethnicity,Country of birth - detailed,Malaysia,Count of persons,1222.0
Carlton,2016,Residents: Ethnicity,Country of birth - detailed,India,Count of persons,484.0
Carlton,2016,Residents: Ethnicity,Country of birth - detailed,England,Count of persons,340.0
Carlton,2016,Residents: Ethnicity,Country of birth - detailed,Hong Kong (SAR of China),Count of persons,300.0
Carlton,2016,Residents: Ethnicity,Country of birth - detailed,Vietnam,Count of persons,304.0
Carlton,2016,Residents: Ethnicity,Country of birth - detailed,Philippines,Count of persons,119.0
Carlton,2016,Residents: Ethnicity,Country of birth - detailed,Sri Lanka,Count of persons,140.0
Carlton,2016,Residents: Ethnicity,Country of birth - detailed,Canada,Count of persons,79.0
Carlton,2016,Residents: Ethnicity,Country of birth - detailed,Ethiopia,Count of persons,109.0
Carlton,2016,Residents: Ethnicity,Country of birth - detailed,Russian Federation,Count of persons,31.0
Carlton,2016,Residents: Ethnicity,Country of birth - detailed,Turkey,Count of persons,49.0
Carlton,2016,Residents: Ethnicity,Country of birth - detailed,Poland,Count of persons,30.0
Carlton,2016,Residents: Ethnicity,Country of birth - detailed,Sudan,Count of persons,64.0
Carlton,2016,Residents: Ethnicity,Country of birth - detailed,United Arab Emirates,Count of persons,11.0
Carlton,2016,Residents: Ethnicity,Country of birth - detailed,Bangladesh,Count of persons,29.0
Docklands,2016,Residents: Ethnicity,Country of birth - detailed,Australia,Count of persons,2972.0
Docklands,2016,Residents: Ethnicity,Country of birth - detailed,Indonesia,Count of persons,132.0
Docklands,2016,Residents: Ethnicity,Country of birth - detailed,"Korea, Republic of (South)",Count of persons,342.0
Docklands,2016,Residents: Ethnicity,Country of birth - detailed,New Zealand,Count of persons,241.0
Docklands,2016,Residents: Ethnicity,Country of birth - detailed,Singapore,Count of persons,81.0
Docklands,2016,Residents: Ethnicity,Country of birth - detailed,Vietnam,Count of persons,113.0
Docklands,2016,Residents: Ethnicity,Country of birth - detailed,Thailand,Count of persons,82.0
Docklands,2016,Residents: Ethnicity,Country of birth - detailed,Taiwan,Count of persons,95.0
Docklands,2016,Residents: Ethnicity,Country of birth - detailed,Italy,Count of persons,107.0
Docklands,2016,Residents: Ethnicity,Country of birth - detailed,Japan,Count of persons,82.0
Docklands,2016,Residents: Ethnicity,Country of birth - detailed,Colombia,Count of persons,86.0
Docklands,2016,Residents: Ethnicity,Country of birth - detailed,Sri Lanka,Count of persons,36.0
Docklands,2016,Residents: Ethnicity,Country of birth - detailed,Brazil,Count of persons,43.0
Docklands,2016,Residents: Ethnicity,Country of birth - detailed,Iran,Count of persons,64.0
Docklands,2016,Residents: Ethnicity,Country of birth - detailed,Somalia,Count of persons,10.0
Docklands,2016,Residents: Ethnicity,Country of birth - detailed,Mauritius,Count of persons,16.0
Docklands,2016,Residents: Ethnicity,Country of birth - detailed,Greece,Count of persons,20.0
Docklands,2016,Residents: Ethnicity,Country of birth - detailed,Eritrea,Count of persons,3.0
Docklands,2016,Residents: Ethnicity,Country of birth - detailed,Egypt,Count of persons,23.0
Docklands,2016,Residents: Ethnicity,Country of birth - detailed,United Arab Emirates,Count of persons,28.0
Docklands,2016,Residents: Ethnicity,Country of birth - detailed,Bangladesh,Count of persons,5.0
Docklands,2016,Residents: Ethnicity,Country of birth - detailed,Kuwait,Count of persons,21.0
Docklands,2016,Residents: Ethnicity,Country of birth - detailed,Not stated,Count of persons,1477.0
East Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,India,Count of persons,32.0
East Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,"Korea, Republic of (South)",Count of persons,18.0
East Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Singapore,Count of persons,38.0
East Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Hong Kong (SAR of China),Count of persons,26.0
East Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Italy,Count of persons,31.0
East Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,United States of America,Count of persons,59.0
East Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,France,Count of persons,19.0
East Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Iran,Count of persons,18.0
East Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Canada,Count of persons,23.0
East Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,South Africa,Count of persons,19.0
East Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Scotland,Count of persons,20.0
East Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Turkey,Count of persons,0.0
East Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Spain,Count of persons,8.0
East Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Eritrea,Count of persons,0.0
East Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Poland,Count of persons,6.0
East Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Netherlands,Count of persons,15.0
East Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Sudan,Count of persons,0.0
