Age,Gender,Geography,Year,Value
Age 5-9,Female,South Yarra,2036,113
Age 5-9,Female,South Yarra,2037,115
Age 5-9,Male,South Yarra,2024,61
Age 5-9,Male,South Yarra,2025,64
Age 5-9,Male,South Yarra,2027,76
Age 5-9,Male,South Yarra,2028,88
Age 5-9,Male,South Yarra,2039,145
Age 5-9,Male,South Yarra,2041,142
Age 10-14,Female,South Yarra,2022,43
Age 10-14,Female,South Yarra,2026,40
Age 10-14,Female,South Yarra,2027,39
Age 10-14,Female,South Yarra,2034,72
Age 10-14,Female,South Yarra,2037,86
Age 10-14,Female,South Yarra,2038,86
Age 10-14,Female,South Yarra,2041,88
Age 10-14,Male,South Yarra,2022,14
Age 10-14,Male,South Yarra,2023,14
Age 10-14,Male,South Yarra,2030,15
Age 10-14,Male,South Yarra,2031,16
Age 10-14,Male,South Yarra,2032,22
Age 10-14,Male,South Yarra,2033,28
Age 10-14,Male,South Yarra,2036,36
Age 10-14,Male,South Yarra,2037,35
Age 15-19,Female,South Yarra,2024,40
Age 15-19,Female,South Yarra,2030,54
Age 15-19,Female,South Yarra,2034,54
Age 15-19,Female,South Yarra,2036,53
Age 15-19,Female,South Yarra,2040,60
Age 15-19,Female,South Yarra,2041,62
Age 15-19,Male,South Yarra,2025,65
Age 15-19,Male,South Yarra,2027,69
Age 15-19,Male,South Yarra,2034,71
Age 15-19,Male,South Yarra,2038,77
Age 20-24,Female,South Yarra,2025,132
Age 20-24,Female,South Yarra,2026,128
Age 20-24,Female,South Yarra,2027,134
Age 20-24,Female,South Yarra,2032,148
Age 20-24,Female,South Yarra,2033,144
Age 20-24,Female,South Yarra,2036,131
Age 20-24,Female,South Yarra,2037,127
Age 20-24,Female,South Yarra,2041,120
Age 20-24,Male,South Yarra,2022,102
Age 20-24,Male,South Yarra,2023,89
Age 20-24,Male,South Yarra,2024,89
Age 20-24,Male,South Yarra,2026,91
Age 20-24,Male,South Yarra,2028,103
Age 20-24,Male,South Yarra,2029,107
Age 20-24,Male,South Yarra,2035,98
Age 20-24,Male,South Yarra,2040,88
Age 25-29,Female,South Yarra,2022,304
Age 25-29,Female,South Yarra,2024,289
Age 25-29,Female,South Yarra,2025,300
Age 25-29,Female,South Yarra,2027,335
Age 25-29,Female,South Yarra,2035,334
Age 25-29,Female,South Yarra,2037,315
Age 25-29,Female,South Yarra,2038,305
Age 25-29,Female,South Yarra,2040,283
Age 25-29,Male,South Yarra,2026,292
Age 25-29,Male,South Yarra,2035,313
Age 25-29,Male,South Yarra,2040,264
Age 25-29,Male,South Yarra,2041,259
Age 30-34,Female,South Yarra,2023,296
Age 30-34,Female,South Yarra,2026,373
Age 30-34,Female,South Yarra,2036,336
Age 30-34,Female,South Yarra,2037,334
Age 30-34,Female,South Yarra,2038,336
Age 30-34,Male,South Yarra,2025,368
Age 30-34,Male,South Yarra,2039,354
Age 35-39,Female,South Yarra,2021,184
Age 35-39,Female,South Yarra,2022,199
Age 35-39,Female,South Yarra,2024,240
Age 35-39,Female,South Yarra,2025,262
Age 35-39,Female,South Yarra,2027,301
Age 35-39,Female,South Yarra,2029,342
Age 35-39,Female,South Yarra,2033,383
Age 35-39,Female,South Yarra,2034,366
Age 35-39,Female,South Yarra,2036,340
Age 35-39,Female,South Yarra,2037,350
Age 35-39,Female,South Yarra,2038,349
Age 35-39,Female,South Yarra,2039,352
Age 35-39,Female,South Yarra,2040,329
Age 35-39,Female,South Yarra,2041,302
Age 35-39,Male,South Yarra,2023,174
Age 35-39,Male,South Yarra,2031,303
Age 35-39,Male,South Yarra,2037,279
Age 35-39,Male,South Yarra,2039,269
Age 35-39,Male,South Yarra,2040,263
Age 40-44,Female,South Yarra,2021,66
Age 40-44,Female,South Yarra,2027,124
Age 40-44,Female,South Yarra,2029,145
Age 40-44,Female,South Yarra,2032,173
Age 40-44,Female,South Yarra,2035,203
Age 40-44,Female,South Yarra,2036,211
Age 40-44,Female,South Yarra,2037,209
Age 40-44,Female,South Yarra,2039,193
Age 40-44,Male,South Yarra,2023,147
Age 40-44,Male,South Yarra,2025,192
Age 40-44,Male,South Yarra,2026,217
Age 40-44,Male,South Yarra,2028,256
Age 40-44,Male,South Yarra,2034,368
Age 40-44,Male,South Yarra,2035,381
Age 40-44,Male,South Yarra,2036,396
Age 40-44,Male,South Yarra,2041,353
Age 45-49,Female,South Yarra,2024,140
Age 45-49,Female,South Yarra,2026,160
Age 45-49,Female,South Yarra,2030,239
Age 45-49,Female,South Yarra,2031,263
Age 45-49,Female,South Yarra,2034,319
Age 45-49,Female,South Yarra,2038,381
Age 45-49,Male,South Yarra,2022,97
Age 45-49,Male,South Yarra,2024,104
Age 45-49,Male,South Yarra,2026,121
Age 45-49,Male,South Yarra,2033,221
Age 45-49,Male,South Yarra,2037,264
Age 50-54,Female,South Yarra,2024,83
Age 50-54,Female,South Yarra,2028,99
Age 50-54,Female,South Yarra,2036,172
Age 50-54,Female,South Yarra,2039,198
Age 50-54,Female,South Yarra,2040,208
Age 50-54,Male,South Yarra,2022,62
Age 50-54,Male,South Yarra,2023,64
Age 50-54,Male,South Yarra,2027,78
Age 50-54,Male,South Yarra,2028,80
Age 50-54,Male,South Yarra,2031,91
Age 50-54,Male,South Yarra,2035,123
Age 50-54,Male,South Yarra,2040,161
Age 55-59,Female,South Yarra,2021,101
Age 55-59,Female,South Yarra,2022,100
Age 55-59,Female,South Yarra,2026,105
Age 55-59,Female,South Yarra,2027,107
Age 55-59,Female,South Yarra,2028,110
Age 55-59,Female,South Yarra,2030,116
Age 55-59,Female,South Yarra,2032,126
Age 55-59,Female,South Yarra,2035,136
Age 55-59,Female,South Yarra,2036,142
Age 55-59,Female,South Yarra,2038,157
Age 55-59,Female,South Yarra,2040,184
Age 55-59,Male,South Yarra,2023,91
Age 55-59,Male,South Yarra,2027,98
Age 55-59,Male,South Yarra,2028,100
Age 55-59,Male,South Yarra,2029,102
Age 55-59,Male,South Yarra,2030,105
Age 55-59,Male,South Yarra,2031,109
Age 55-59,Male,South Yarra,2032,117
Age 55-59,Male,South Yarra,2033,117
Age 55-59,Male,South Yarra,2034,121
Age 55-59,Male,South Yarra,2039,150
Age 55-59,Male,South Yarra,2040,165
Age 55-59,Male,South Yarra,2041,180
Age 60-64,Female,South Yarra,2021,112
Age 60-64,Female,South Yarra,2022,114
Age 60-64,Female,South Yarra,2024,113
Age 60-64,Female,South Yarra,2025,113
Age 60-64,Female,South Yarra,2027,114
Age 60-64,Female,South Yarra,2030,115
Age 60-64,Female,South Yarra,2033,115
Age 60-64,Female,South Yarra,2034,113
Age 60-64,Female,South Yarra,2037,123
Age 60-64,Male,South Yarra,2025,134
Age 60-64,Male,South Yarra,2026,133
Age 60-64,Male,South Yarra,2028,132
Age 60-64,Male,South Yarra,2029,138
Age 60-64,Male,South Yarra,2036,142
Age 60-64,Male,South Yarra,2039,147
Age 60-64,Male,South Yarra,2040,154
Age 65-69,Female,South Yarra,2021,112
Age 65-69,Female,South Yarra,2022,114
Age 65-69,Female,South Yarra,2023,116
Age 65-69,Female,South Yarra,2025,124
Age 65-69,Female,South Yarra,2026,121
Age 65-69,Female,South Yarra,2029,121
Age 65-69,Female,South Yarra,2030,118
Age 65-69,Female,South Yarra,2033,119
Age 65-69,Female,South Yarra,2034,117
Age 65-69,Female,South Yarra,2036,109
Age 65-69,Female,South Yarra,2041,106
Age 65-69,Male,South Yarra,2022,106
Age 65-69,Male,South Yarra,2036,103
Age 70-74,Female,South Yarra,2022,157
Age 70-74,Female,South Yarra,2027,177
Age 70-74,Female,South Yarra,2029,178
Age 70-74,Female,South Yarra,2031,173
Age 70-74,Female,South Yarra,2033,175
Age 70-74,Female,South Yarra,2034,168
Age 70-74,Female,South Yarra,2035,160
Age 70-74,Female,South Yarra,2036,161
Age 70-74,Female,South Yarra,2037,153
Age 70-74,Female,South Yarra,2040,139
Age 70-74,Female,South Yarra,2041,132
Age 70-74,Male,South Yarra,2026,131
Age 70-74,Male,South Yarra,2028,135
Age 70-74,Male,South Yarra,2032,134
Age 70-74,Male,South Yarra,2034,128
Age 70-74,Male,South Yarra,2036,122
Age 75-79,Female,South Yarra,2021,37
Age 75-79,Female,South Yarra,2022,37
Age 75-79,Female,South Yarra,2023,49
Age 75-79,Female,South Yarra,2026,99
Age 75-79,Female,South Yarra,2028,113
Age 75-79,Female,South Yarra,2029,121
Age 75-79,Female,South Yarra,2036,109
Age 75-79,Female,South Yarra,2037,104
Age 75-79,Female,South Yarra,2040,92
Age 75-79,Male,South Yarra,2024,90
Age 75-79,Male,South Yarra,2025,109
Age 80-84,Female,South Yarra,2023,14
Age 80-84,Female,South Yarra,2024,17
Age 80-84,Female,South Yarra,2028,26
Age 80-84,Female,South Yarra,2029,31
Age 80-84,Female,South Yarra,2030,34
Age 80-84,Female,South Yarra,2032,40
Age 80-84,Female,South Yarra,2034,37
Age 80-84,Female,South Yarra,2035,36
Age 80-84,Female,South Yarra,2036,34
Age 80-84,Female,South Yarra,2037,32
Age 80-84,Female,South Yarra,2038,29
Age 80-84,Female,South Yarra,2040,27
Age 80-84,Male,South Yarra,2030,27
Age 80-84,Male,South Yarra,2032,34
Age 80-84,Male,South Yarra,2034,35
Age 80-84,Male,South Yarra,2038,24
Age 85+,Female,South Yarra,2021,16
Age 85+,Female,South Yarra,2022,17
Age 85+,Female,South Yarra,2023,19
Age 85+,Female,South Yarra,2025,22
Age 85+,Female,South Yarra,2027,24
Age 85+,Female,South Yarra,2029,27
Age 85+,Female,South Yarra,2030,28
Age 85+,Female,South Yarra,2038,58
Age 85+,Male,South Yarra,2024,12
Age 85+,Male,South Yarra,2026,12
Age 85+,Male,South Yarra,2030,15
Age 85+,Male,South Yarra,2031,16
Age 85+,Male,South Yarra,2032,19
Age 85+,Male,South Yarra,2033,21
Age 85+,Male,South Yarra,2036,27
Age 85+,Male,South Yarra,2037,28
Age 0-4,Female,Southbank,2021,248
Age 0-4,Female,Southbank,2025,415
Age 0-4,Female,Southbank,2026,462
Age 0-4,Female,Southbank,2027,496
Age 0-4,Female,Southbank,2031,616
Age 0-4,Female,Southbank,2032,640
Age 0-4,Female,Southbank,2034,676
Age 0-4,Female,Southbank,2037,703
Age 0-4,Male,Southbank,2023,310
Age 0-4,Male,Southbank,2024,359
Age 0-4,Male,Southbank,2028,519
Age 0-4,Male,Southbank,2030,578
Age 0-4,Male,Southbank,2031,608
Age 0-4,Male,Southbank,2032,634
Age 0-4,Male,Southbank,2037,714
Age 0-4,Male,Southbank,2041,759
Age 5-9,Female,Southbank,2021,130
Age 5-9,Female,Southbank,2022,123
Age 5-9,Female,Southbank,2025,136
Age 5-9,Female,Southbank,2027,199
Age 5-9,Female,Southbank,2037,486
Age 5-9,Female,Southbank,2038,513
Age 5-9,Male,Southbank,2026,133
Age 5-9,Male,Southbank,2027,162
Age 5-9,Male,Southbank,2028,194
Age 5-9,Male,Southbank,2031,299
Age 5-9,Male,Southbank,2036,414
Age 5-9,Male,Southbank,2039,487
Age 5-9,Male,Southbank,2040,502
Age 10-14,Female,Southbank,2022,93
Age 10-14,Female,Southbank,2027,101
Age 10-14,Female,Southbank,2028,98
Age 10-14,Female,Southbank,2031,90
Age 10-14,Female,Southbank,2033,143
Age 10-14,Female,Southbank,2034,176
Age 10-14,Female,Southbank,2036,262
Age 10-14,Female,Southbank,2037,288
Age 10-14,Female,Southbank,2038,313
Age 10-14,Male,Southbank,2023,36
Age 10-14,Male,Southbank,2024,36
Age 10-14,Male,Southbank,2025,37
Age 10-14,Male,Southbank,2029,50
Age 10-14,Male,Southbank,2030,55
Age 10-14,Male,Southbank,2035,143
Age 10-14,Male,Southbank,2041,265
Age 15-19,Female,Southbank,2021,422
Age 15-19,Female,Southbank,2022,367
Age 15-19,Female,Southbank,2026,512
Age 15-19,Female,Southbank,2027,526
Age 15-19,Female,Southbank,2032,492
Age 15-19,Female,Southbank,2036,478
Age 15-19,Female,Southbank,2040,604
Age 15-19,Male,Southbank,2027,477
Age 15-19,Male,Southbank,2028,479
Age 15-19,Male,Southbank,2029,475
Age 15-19,Male,Southbank,2031,469
Age 15-19,Male,Southbank,2033,454
Age 15-19,Male,Southbank,2035,442
Age 15-19,Male,Southbank,2039,541
Age 20-24,Female,Southbank,2021,1989
Age 20-24,Female,Southbank,2022,1915
Age 20-24,Female,Southbank,2024,1760
Age 20-24,Female,Southbank,2025,1823
Age 20-24,Female,Southbank,2029,2198
Age 20-24,Female,Southbank,2034,2210
Age 20-24,Male,Southbank,2024,1821
Age 20-24,Male,Southbank,2032,2351
Age 20-24,Male,Southbank,2033,2327
Age 20-24,Male,Southbank,2036,2234
Age 20-24,Male,Southbank,2038,2207
Age 20-24,Male,Southbank,2040,2219
Age 20-24,Male,Southbank,2041,2244
Age 25-29,Female,Southbank,2023,2599
Age 25-29,Female,Southbank,2024,2618
Age 25-29,Female,Southbank,2025,2725
Age 25-29,Female,Southbank,2026,2915
Age 25-29,Female,Southbank,2028,3192
Age 25-29,Female,Southbank,2029,3227
Age 25-29,Female,Southbank,2031,3179
Age 25-29,Male,Southbank,2024,2576
Age 25-29,Male,Southbank,2026,2845
Age 25-29,Male,Southbank,2027,3021
Age 25-29,Male,Southbank,2029,3149
Age 25-29,Male,Southbank,2030,3163
Age 25-29,Male,Southbank,2034,3366
Age 25-29,Male,Southbank,2035,3407
Age 25-29,Male,Southbank,2040,3208
Age 30-34,Female,Southbank,2031,2998
Age 30-34,Female,Southbank,2032,3152
Age 30-34,Female,Southbank,2033,3197
Age 30-34,Female,Southbank,2035,3112
Age 30-34,Female,Southbank,2036,2971
Age 30-34,Female,Southbank,2037,3033
Age 30-34,Female,Southbank,2040,3248
Age 30-34,Female,Southbank,2041,3220
Age 30-34,Male,Southbank,2031,3151
Age 30-34,Male,Southbank,2032,3275
Age 30-34,Male,Southbank,2034,3251
Age 30-34,Male,Southbank,2036,3062
Age 35-39,Female,Southbank,2022,1070
Age 35-39,Female,Southbank,2024,1312
Age 35-39,Female,Southbank,2026,1546
Age 35-39,Female,Southbank,2029,1989
Age 35-39,Female,Southbank,2031,2251
Age 35-39,Female,Southbank,2035,2169
Age 35-39,Female,Southbank,2039,2288
Age 35-39,Male,Southbank,2021,1194
Age 35-39,Male,Southbank,2022,1317
Age 35-39,Male,Southbank,2026,1889
Age 35-39,Male,Southbank,2028,2220
Age 35-39,Male,Southbank,2031,2732
Age 35-39,Male,Southbank,2032,2670
Age 35-39,Male,Southbank,2036,2729
Age 35-39,Male,Southbank,2037,2803
Age 40-44,Female,Southbank,2021,475
Age 40-44,Female,Southbank,2025,777
Age 40-44,Female,Southbank,2027,983
Age 40-44,Female,Southbank,2029,1193
Age 40-44,Female,Southbank,2030,1288
Age 40-44,Female,Southbank,2031,1379
Age 40-44,Female,Southbank,2035,1841
Age 40-44,Male,Southbank,2022,697
Age 40-44,Male,Southbank,2030,1697
Age 40-44,Male,Southbank,2035,2419
Age 40-44,Male,Southbank,2037,2526
Age 40-44,Male,Southbank,2041,2581
Age 45-49,Female,Southbank,2022,396
Age 45-49,Female,Southbank,2023,413
Age 45-49,Female,Southbank,2025,491
Age 45-49,Female,Southbank,2027,580
Age 45-49,Female,Southbank,2028,647
Age 45-49,Female,Southbank,2030,818
Age 45-49,Female,Southbank,2031,926
Age 45-49,Female,Southbank,2032,1015
Age 45-49,Female,Southbank,2034,1208
Age 45-49,Female,Southbank,2035,1291
Age 45-49,Female,Southbank,2037,1476
Age 45-49,Female,Southbank,2038,1597
Age 45-49,Female,Southbank,2039,1730
Age 45-49,Male,Southbank,2021,452
Age 45-49,Male,Southbank,2026,655
Age 45-49,Male,Southbank,2030,1011
Age 45-49,Male,Southbank,2031,1144
Age 45-49,Male,Southbank,2033,1368
Age 45-49,Male,Southbank,2034,1473
Age 45-49,Male,Southbank,2037,1777
Age 50-54,Female,Southbank,2021,365
Age 50-54,Female,Southbank,2022,371
Age 50-54,Female,Southbank,2024,407
Age 50-54,Female,Southbank,2027,495
Age 50-54,Female,Southbank,2029,560
Age 50-54,Female,Southbank,2030,592
Age 50-54,Female,Southbank,2036,1038
Age 50-54,Female,Southbank,2037,1132
Age 50-54,Female,Southbank,2038,1241
Age 50-54,Female,Southbank,2041,1544
Age 50-54,Male,Southbank,2021,392
Age 50-54,Male,Southbank,2022,398
Age 50-54,Male,Southbank,2023,411
Age 50-54,Male,Southbank,2033,798
Age 50-54,Male,Southbank,2036,1085
Age 50-54,Male,Southbank,2037,1175
Age 50-54,Male,Southbank,2038,1279
Age 50-54,Male,Southbank,2040,1492
Age 55-59,Female,Southbank,2022,385
Age 55-59,Female,Southbank,2025,416
Age 55-59,Female,Southbank,2029,465
Age 55-59,Female,Southbank,2032,558
Age 55-59,Female,Southbank,2036,668
Age 55-59,Female,Southbank,2037,718
Age 55-59,Female,Southbank,2041,1095
Age 55-59,Male,Southbank,2021,425
Age 55-59,Male,Southbank,2022,421
Age 55-59,Male,Southbank,2029,511
Age 55-59,Male,Southbank,2030,529
Age 55-59,Male,Southbank,2034,657
Age 55-59,Male,Southbank,2039,951
Age 55-59,Male,Southbank,2040,1072
Age 60-64,Female,Southbank,2022,331
Age 60-64,Female,Southbank,2023,333
Age 60-64,Female,Southbank,2025,337
Age 60-64,Female,Southbank,2026,349
Age 60-64,Female,Southbank,2027,349
Age 60-64,Female,Southbank,2028,358
Age 60-64,Female,Southbank,2029,365
Age 60-64,Female,Southbank,2031,373
Age 60-64,Female,Southbank,2034,398
Age 60-64,Female,Southbank,2035,410
Age 60-64,Female,Southbank,2038,478
Age 60-64,Female,Southbank,2039,509
Age 60-64,Female,Southbank,2040,526
Age 60-64,Male,Southbank,2024,281
Age 60-64,Male,Southbank,2036,378
Age 65-69,Female,Southbank,2021,252
Age 65-69,Female,Southbank,2025,278
Age 65-69,Female,Southbank,2027,288
Age 65-69,Male,Southbank,2025,309
Age 65-69,Male,Southbank,2027,316
Age 65-69,Male,Southbank,2032,327
Age 65-69,Male,Southbank,2035,337
Age 70-74,Female,Southbank,2021,194
Age 70-74,Female,Southbank,2028,264
Age 70-74,Female,Southbank,2031,271
Age 70-74,Female,Southbank,2033,278
Age 70-74,Female,Southbank,2036,284
Age 70-74,Female,Southbank,2037,276
Age 70-74,Female,Southbank,2038,280
Age 70-74,Female,Southbank,2039,284
Age 70-74,Female,Southbank,2040,280
Age 70-74,Female,Southbank,2041,281
Age 70-74,Male,Southbank,2025,239
Age 70-74,Male,Southbank,2027,251
Age 70-74,Male,Southbank,2028,265
Age 70-74,Male,Southbank,2031,274
Age 70-74,Male,Southbank,2033,281
Age 70-74,Male,Southbank,2034,282
Age 70-74,Male,Southbank,2035,277
Age 70-74,Male,Southbank,2036,280
Age 75-79,Female,Southbank,2021,58
Age 75-79,Female,Southbank,2026,177
Age 75-79,Female,Southbank,2027,206
Age 75-79,Female,Southbank,2028,225
Age 75-79,Female,Southbank,2037,263
Age 75-79,Male,Southbank,2023,102
Age 75-79,Male,Southbank,2025,170
Age 75-79,Male,Southbank,2027,233
Age 75-79,Male,Southbank,2031,264
Age 75-79,Male,Southbank,2033,283
Age 75-79,Male,Southbank,2036,292
Age 75-79,Male,Southbank,2038,289
Age 75-79,Male,Southbank,2039,289
Age 80-84,Female,Southbank,2024,23
Age 80-84,Female,Southbank,2026,34
Age 80-84,Female,Southbank,2030,91
Age 80-84,Female,Southbank,2032,121
Age 80-84,Female,Southbank,2037,161
Age 80-84,Female,Southbank,2038,175
Age 80-84,Female,Southbank,2041,190
Age 80-84,Male,Southbank,2023,54
Age 80-84,Male,Southbank,2026,78
Age 80-84,Male,Southbank,2031,208
Age 80-84,Male,Southbank,2034,236
Age 80-84,Male,Southbank,2035,236
Age 80-84,Male,Southbank,2037,240
Age 80-84,Male,Southbank,2038,246
Age 85+,Female,Southbank,2021,41
Age 85+,Female,Southbank,2024,55
Age 85+,Female,Southbank,2025,59
Age 85+,Female,Southbank,2028,77
Age 85+,Female,Southbank,2030,93
Age 85+,Female,Southbank,2031,101
Age 85+,Male,Southbank,2022,24
Age 85+,Male,Southbank,2030,51
Age 85+,Male,Southbank,2037,136
Age 85+,Male,Southbank,2038,147
Age 0-4,Female,West Melbourne (Industrial),2022,0
Age 0-4,Female,West Melbourne (Industrial),2032,0
Age 0-4,Female,West Melbourne (Industrial),2033,0
Age 0-4,Female,West Melbourne (Industrial),2035,0
Age 0-4,Female,West Melbourne (Industrial),2036,0
Age 0-4,Female,West Melbourne (Industrial),2037,0
Age 0-4,Male,West Melbourne (Industrial),2024,0
Age 0-4,Male,West Melbourne (Industrial),2025,0
Age 0-4,Male,West Melbourne (Industrial),2030,0
Age 0-4,Male,West Melbourne (Industrial),2032,0
Age 0-4,Male,West Melbourne (Industrial),2033,0
Age 0-4,Male,West Melbourne (Industrial),2040,0
Age 0-4,Male,West Melbourne (Industrial),2041,0
Age 5-9,Female,West Melbourne (Industrial),2023,0
Age 5-9,Female,West Melbourne (Industrial),2030,0
Age 5-9,Female,West Melbourne (Industrial),2033,0
Age 5-9,Female,West Melbourne (Industrial),2034,0
Age 5-9,Female,West Melbourne (Industrial),2035,0
Age 5-9,Female,West Melbourne (Industrial),2039,0
Age 5-9,Male,West Melbourne (Industrial),2021,0
Age 5-9,Male,West Melbourne (Industrial),2023,0
Age 5-9,Male,West Melbourne (Industrial),2024,0
Age 5-9,Male,West Melbourne (Industrial),2030,0
Age 5-9,Male,West Melbourne (Industrial),2036,0
Age 5-9,Male,West Melbourne (Industrial),2037,0
Age 5-9,Male,West Melbourne (Industrial),2039,0
Age 5-9,Male,West Melbourne (Industrial),2041,0
Age 10-14,Female,West Melbourne (Industrial),2021,0
Age 10-14,Female,West Melbourne (Industrial),2023,0
Age 10-14,Female,West Melbourne (Industrial),2025,0
Age 10-14,Female,West Melbourne (Industrial),2026,0
Age 10-14,Female,West Melbourne (Industrial),2027,0
Age 10-14,Female,West Melbourne (Industrial),2031,0
Age 10-14,Female,West Melbourne (Industrial),2033,0
Age 10-14,Female,West Melbourne (Industrial),2039,0
Age 10-14,Male,West Melbourne (Industrial),2021,0
Age 10-14,Male,West Melbourne (Industrial),2024,0
Age 10-14,Male,West Melbourne (Industrial),2025,0
Age 10-14,Male,West Melbourne (Industrial),2033,0
Age 10-14,Male,West Melbourne (Industrial),2037,0
Age 10-14,Male,West Melbourne (Industrial),2039,0
Age 10-14,Male,West Melbourne (Industrial),2040,0
Age 15-19,Female,West Melbourne (Industrial),2021,0
Age 15-19,Female,West Melbourne (Industrial),2022,0
Age 15-19,Female,West Melbourne (Industrial),2023,0
Age 15-19,Female,West Melbourne (Industrial),2027,0
Age 15-19,Female,West Melbourne (Industrial),2032,0
Age 15-19,Female,West Melbourne (Industrial),2033,0
Age 15-19,Female,West Melbourne (Industrial),2035,0
Age 15-19,Female,West Melbourne (Industrial),2040,0
Age 15-19,Male,West Melbourne (Industrial),2021,0
Age 15-19,Male,West Melbourne (Industrial),2024,0
Age 15-19,Male,West Melbourne (Industrial),2028,0
Age 15-19,Male,West Melbourne (Industrial),2029,0
Age 15-19,Male,West Melbourne (Industrial),2030,0
Age 15-19,Male,West Melbourne (Industrial),2031,0
Age 15-19,Male,West Melbourne (Industrial),2034,0
Age 15-19,Male,West Melbourne (Industrial),2036,0
Age 15-19,Male,West Melbourne (Industrial),2040,0
Age 20-24,Female,West Melbourne (Industrial),2022,0
Age 20-24,Female,West Melbourne (Industrial),2025,0
Age 20-24,Female,West Melbourne (Industrial),2026,0
Age 20-24,Female,West Melbourne (Industrial),2031,0
Age 20-24,Female,West Melbourne (Industrial),2033,0
Age 20-24,Female,West Melbourne (Industrial),2038,0
